Date,AGNC,AXON,BCG,BSBK,CEAD,CMRX,CVCO,FNKO,FNLC,IFRX,KLXE,MSBI,NMRA,NMRK,NVCR,NVCT,NVEC,NVEI,OPTN,OPTX,SCNI,SCOR,SDA,SLAB,STRR,STRS,STRT,TWST,UONEK,ZPTA
2006-04-01,,10.699999809265137,,,,,45.27000045776367,,7.10943078994751,,,,,,,,9.241609573364258,,,,,,,46.61000061035156,146.6090087890625,20.988332748413086,30.392194747924805,,7.190000057220459,
2006-05-01,,9.319999694824219,,,,,47.43000030517578,,7.164650917053223,,,,,,,,8.085718154907227,,,,,,,39.0099983215332,170.73452758789062,20.971555709838867,34.16208267211914,,7.329999923706055,
2006-06-01,,7.909999847412109,,,,,44.439998626708984,,7.255181312561035,,,,,,,,7.985686302185059,,,,,,,35.150001525878906,166.28057861328125,22.481508255004883,40.037960052490234,,7.400000095367432,
2006-07-01,,7.21999979019165,,,,,32.75,,7.6517767906188965,,,,,,,,11.981307983398438,,,,,,,36.91999816894531,150.3206329345703,21.64264488220215,31.99178695678711,,7.179999828338623,
2006-08-01,,7.769999980926514,,,,,34.02000045776367,,7.619985580444336,,,,,,,,16.049175262451172,,,,,,,35.27000045776367,155.14573669433594,22.682836532592773,32.192726135253906,,6.139999866485596,
2006-09-01,,7.659999847412109,,,,,31.510000228881836,,7.359026908874512,,,,,,,,16.666017532348633,,,,,,,31.020000457763672,138.4434356689453,27.14558219909668,30.82624626159668,,6.25,
2006-10-01,,9.3100004196167,,,,,33.58000183105469,,7.276389122009277,,,,,,,,24.701719284057617,,,,,,,32.630001068115234,138.4434356689453,26.843591690063477,31.067398071289062,,6.789999961853027,
2006-11-01,,8.479999542236328,,,,,35.5,,7.337406158447266,,,,,,,,21.923131942749023,,,,,,,32.220001220703125,139.1857452392578,25.786624908447266,34.82120895385742,,6.489999771118164,
2006-12-01,,7.610000133514404,,,,,35.040000915527344,,7.337406158447266,,,,,,,,17.0883731842041,,,,,,,34.650001525878906,152.9187469482422,26.843591690063477,37.45771408081055,,6.739999771118164,
2007-01-01,,7.75,,,,,32.369998931884766,,7.254021167755127,,,,,,,,12.909356117248535,,,,,,,32.11000061035156,164.7959442138672,28.54648208618164,37.50594711303711,,7.349999904632568,
2007-02-01,,7.940000057220459,,,,,33.0099983215332,,7.342217445373535,,,,,,,,14.076374053955078,,,,,,,30.200000762939453,178.15777587890625,27.263023376464844,37.10403823852539,,7.039999961853027,
2007-03-01,,8.029999732971191,,,,,34.95000076293945,,7.054201602935791,,,,,,,,15.160021781921387,,,,,,,29.920000076293945,171.10568237304688,28.20254898071289,35.16683578491211,,6.460000038146973,
2007-04-01,,8.630000114440918,,,,,37.560001373291016,,7.151683807373047,,,,,,,,14.51539134979248,,,,,,,32.810001373291016,169.62103271484375,30.702356338500977,38.060577392578125,,7.059999942779541,
2007-05-01,,10.539999961853027,,,,,38.63999938964844,,7.132556915283203,,,,,,,,18.79442596435547,,,,,,,34.619998931884766,168.50758361816406,30.316482543945312,38.269561767578125,,7.510000228881836,
2007-06-01,,13.960000038146973,,,,,37.52000045776367,,7.611639976501465,,,,,,,,19.561315536499023,,,,,,,34.61000061035156,155.8880615234375,28.940746307373047,37.755126953125,,7.059999942779541,
2007-07-01,,15.270000457763672,,,,,34.650001525878906,,7.163896083831787,,,,,,,,17.116153717041016,,,,,469.6000061035156,,34.83000183105469,132.13368225097656,25.442691802978516,40.64081573486328,,6.090000152587891,
2007-08-01,,14.3100004196167,,,,,35.119998931884766,,6.8984375,,,,,,,,19.400165557861328,,,,,428.3999938964844,,36.91999816894531,115.80255126953125,27.556623458862305,38.41426086425781,,3.9100000858306885,
2007-09-01,,15.6899995803833,,,,,33.5,,6.821542263031006,,,,,,,,17.293983459472656,,,,,540.0,,41.7599983215332,119.88529968261719,29.637004852294922,37.72297286987305,,3.7300000190734863,
2007-10-01,,16.649999618530273,,,,,39.310001373291016,,6.9029669761657715,,,,,,,,16.043615341186523,,,,,733.2000122070312,,43.70000076293945,122.8546371459961,29.024633407592773,39.99152374267578,,3.490000009536743,
2007-11-01,,14.010000228881836,,,,,37.7400016784668,,6.795376300811768,,,,,,,,15.604598999023438,,,,,649.0,,37.13999938964844,132.87599182128906,26.340274810791016,36.35142135620117,,2.0399999618530273,
2007-12-01,,14.390000343322754,,,,,33.84000015258789,,6.699276447296143,,,,,,,,13.670696258544922,,,,,652.5999755859375,,37.43000030517578,135.1029815673828,28.470985412597656,34.119606018066406,,2.369999885559082,
2008-01-01,,11.489999771118164,,,,,32.869998931884766,,6.767917633056641,,,,,,,,15.799100875854492,,,,,535.4000244140625,,31.239999771118164,102.81187438964844,28.236103057861328,31.06104278564453,,1.600000023841858,
2008-02-01,,11.270000457763672,,,,,32.939998626708984,,6.715751647949219,,,,,,,,14.170844078063965,,,,,412.3999938964844,,30.950000762939453,106.89464569091797,24.595441818237305,31.251102447509766,,1.2599999904632568,
2008-03-01,,9.399999618530273,,,,,35.040000915527344,,7.016798496246338,,,,,,,,13.726268768310547,,,,,401.20001220703125,,31.540000915527344,104.66767883300781,24.721269607543945,34.961238861083984,,1.5199999809265137,
2008-04-01,,7.460000038146973,,,,,39.91999816894531,,7.813424587249756,,,,,,,,17.699657440185547,,,,,377.3999938964844,,33.77000045776367,92.7905044555664,23.41264533996582,30.624603271484375,,1.0,
2008-05-01,,7.03000020980835,,,,,38.34000015258789,,8.381839752197266,,,,,,,,19.966999053955078,,,,,490.0,,36.849998474121094,83.14028930664062,22.221460342407227,31.1140079498291,,1.1699999570846558,
