Datetime,AAPL,ABBV,ABT,ACN,ADBE,AIG,AMD,AMGN,AMT,AMZN,AVGO,AXP,BA,BAC,BK,BKNG,BLK,BMY,BRK-B,C,CAT,CHTR,CL,CMCSA,COF,COP,COST,CRM,CSCO,CVS,CVX,DE,DHR,DIS,DUK,EMR,F,FDX,GD,GE,GILD,GM,GOOG,GOOGL,GS,HD,HON,IBM,INTC,INTU,JNJ,JPM,KO,LIN,LLY,LMT,LOW,MA,MCD,MDLZ,MDT,MET,META,MMM,MO,MRK,MS,MSFT,NEE,NFLX,NKE,NVDA,ORCL,PEP,PFE,PG,PM,QCOM,RTX,SBUX,SCHW,SO,SPG,TGT,TMO,TMUS,TSLA,TXN,UNH,UNP,UPS,USB,V,VZ,WFC,WMT,XOM,DOW,PYPL,KHC,T
2022/6/30,0,1,1,0,-1,0,-1,0,0,1,0,0,0,1,0,1,-1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,-1,1,1,0,0,0,0,-1,1,0,0,1,0,-1,0,0,1,0,1,1,0,1,-1,1,0,0,1,0,0,0,-1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
2022/7/1,0,0,0,1,1,0,-1,1,0,0,0,0,0,0,0,0,-1,1,-1,1,0,0,-1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,-1,1,1,-1,0,0,1,1,0,-1,1,0,1,1,-1,0,0,0,0,1,-1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,-1,-1,1,0,0,0,0,-1,1,1,0
2022/7/2,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,-1,0,-1,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,1,0,0,0,-1,-1,0,0,0,-1,0,1,0,0,0,0,-1,0,0,0,-1,1,0,0
2022/7/3,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,1,1,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,1,0,0
2022/7/4,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,-1,-1,-1,-1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,-1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,-1,-1,0,0
2022/7/5,0,0,0,1,1,1,0,1,0,0,1,0,1,-1,0,0,-1,0,0,0,-1,-1,1,0,1,-1,0,1,0,0,-1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,-1,1,0,1,0,1,1,0,-1,0,0,-1,0,0,1,1,0,1,0,-1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,-1,0,0,0,-1,0,1,1,0,1,0
2022/7/6,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,-1,-1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,-1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,-1,0,0,0
2022/7/7,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,-1,0,0,0,1,0,1,-1,-1,-1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,-1,1,0,-1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0
2022/7/8,0,1,0,0,1,1,0,1,0,1,1,0,1,-1,0,-1,0,0,0,-1,-1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,-1,-1,-1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,-1,1,0,0,1,-1,0,0,0,0,0,-1,1,1,-1,1,1,0
2022/7/9,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,1,0,0,1,0,0,0,0,-1,-1,-1,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,1,-1,1,1,0,0,1,0,0,0,1,0,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,1
2022/7/10,0,0,0,0,0,-1,0,0,0,0,0,1,1,0,0,0,0,-1,0,1,0,0,1,0,0,0,-1,0,0,0,0,0,0,1,0,0,1,0,-1,0,0,1,-1,-1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,-1,0,-1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0
2022/7/11,1,0,1,1,0,0,0,0,0,0,-1,0,0,-1,0,0,-1,1,0,-1,0,1,0,0,0,-1,-1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,-1,0,1,0,0,0,0,-1,1,1,0,0,1,1,0,1,1,0,0,0,-1,1,0,0,1,0,0,0,0,1,1,0,-1,-1,1,0,0,0,0,0,1,1,0,0,-1,-1,0,0,0,0,-1,1,-1,-1,0,0,0
2022/7/12,0,1,0,1,1,1,-1,1,0,0,0,0,1,0,0,0,-1,1,0,-1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,-1,0,0,1,1,1,0,-1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,-1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,-1,0,0,-1,0,0,0
2022/7/13,0,0,0,1,0,0,0,1,0,0,1,-1,1,1,0,0,1,1,1,-1,-1,0,0,0,0,1,1,-1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,-1,-1,0,0,1,1,0,-1,0,1,1,-1,1,1,0,0,1,-1,1,0,-1,0,0,1,0,0,0,0,0,1,-1,0,0,1,-1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,-1,0,0,0,0,0,1,0
2022/7/14,0,1,0,1,1,-1,1,0,0,1,1,0,1,0,0,0,-1,1,0,-1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,-1,1,0,0,1,0,-1,0,0,1,0,-1,1,-1,1,-1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,-1,1,1,1
2022/7/15,0,1,0,1,1,1,1,1,1,0,0,0,-1,0,-1,1,-1,1,0,-1,1,0,0,0,-1,-1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,-1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,-1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,-1,1,0,-1,0,1,-1,0,0,0
2022/7/16,0,1,0,0,0,0,0,-1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0
2022/7/17,0,1,0,0,1,0,0,0,0,0,0,-1,0,1,0,1,0,0,1,1,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,-1,1,0,0,0,0,-1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,-1,1,1,-1,-1,1
2022/7/18,0,0,0,1,1,1,1,1,0,0,0,1,0,-1,1,1,0,0,1,-1,0,-1,1,0,0,1,1,1,1,1,-1,1,0,0,0,1,0,0,0,0,0,1,0,0,-1,1,1,1,1,0,0,-1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,-1,1,0,1,1,1,1,1,1,1,-1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,0
2022/7/19,0,0,0,1,1,-1,1,0,0,0,1,0,-1,1,0,1,-1,0,0,-1,1,0,-1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,-1,0,0,0
2022/7/20,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,-1,0,0,-1,-1,1,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,-1,1,1,1,1,0,-1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,1,0,-1,0,0,1,1,0,0,0
2022/7/21,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,-1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,-1,-1,0,1,1,0,1,0,1,1,0,-1,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,-1,1,0,0,1,0,1,-1,1,1,0,1,0,1,1,1,0,0
2022/7/22,0,0,0,0,0,1,-1,0,0,0,1,1,0,0,0,0,-1,0,0,-1,0,1,0,0,0,0,0,-1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,-1,1,1,1,1,0,0,-1,1,0,0,1,0,1,0,0,1,1,-1,1,0,1,0,0,-1,-1,1,1,0,0,1,0,1,1,0,0,0,-1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,-1,-1,-1,0,0
2022/7/23,0,0,0,0,-1,-1,0,1,0,0,1,-1,0,0,1,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,1,-1,-1,0,0,0,-1,0,-1,0,-1,0,0,0,1,-1,1,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0,0,0,0,-1,0,-1,0,0,-1,0,-1,0,0,0,0,0,1,0,0,-1,1,0,0
2022/7/24,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1,0,1,0,0,0,-1,0,1,0,0,0,0,-1,-1,0,-1,0,0,0,-1,0,-1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,-1,0,0,-1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,-1,0,-1,0,0,0
2022/7/25,0,0,0,1,1,1,1,1,0,1,1,1,-1,1,0,0,-1,1,1,0,1,1,0,0,0,1,1,1,1,-1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,-1,0,1,1,1,1,0,0,1,0,0,1,0,-1,1,0,0,0,1,1,0,0,1,1,0,-1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,-1,1,0,-1
2022/7/26,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,0,-1,0,-1,-1,-1,0,0,1,0,1,0,-1,1,0,0,1,0,-1,0,-1,-1,-1,-1,-1,1,1,1,1,0,-1,1,0,1,-1,0,0,0,1,1,1,-1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,-1,1,1,0,1,1,0,0,0,-1,0,1,0
2022/7/27,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,-1,1,1,-1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,-1,0,-1,0,0,1,0,0,0,0,0,1,-1,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,0
2022/7/28,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,1,-1,1,1,-1,1,0,0,-1,1,1,0,1,1,0,1,0,1,0,-1,1,-1,1,1,1,1,1,-1,-1,1,1,1,1,0,-1,0,1,1,1,1,-1,-1,0,0,0,1,0,1,1,1,1,-1,0,1,1,1,1,1,-1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,-1,1,1,1,0,1,0
2022/7/29,0,0,0,1,1,0,1,1,0,0,1,1,1,0,-1,1,0,0,1,0,1,1,-1,-1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,-1,0,1,1,1,1,0,-1,-1,0,1,-1,0,0,0,-1,0,1,0,0,-1,1,0,0,0,-1,1,0,1,0,1,-1,0,-1,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0
2022/7/30,0,-1,0,0,0,-1,-1,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,-1,0,0,0,-1,0,0,-1,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,-1,0,0,1,-1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,1,1,0,0,0
2022/7/31,0,0,1,0,0,0,0,1,0,-1,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,1,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,-1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-1,1,-1,0,0,0
2022/8/1,0,0,0,1,0,0,0,0,0,1,1,-1,1,1,0,0,0,0,1,0,0,-1,0,-1,1,1,0,1,1,-1,1,0,0,0,0,0,1,1,1,-1,0,1,0,0,0,0,1,1,0,-1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,-1,1,0,0,0,0,-1,-1,0,1,0,1,-1,-1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,-1,1,-1,1
2022/8/2,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,-1,0,0,0,1,1,1,0,-1,-1,1,-1,1,1,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,1,-1,0,-1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1
2022/8/3,0,0,0,0,1,0,1,0,1,1,1,-1,0,0,0,1,0,0,1,-1,-1,-1,0,0,0,1,1,0,0,1,-1,0,1,0,0,0,0,0,-1,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,-1,0,-1,1,1,1,1,1,0,1,1,1,1,-1,1,1,1,1,0,1,0,0,1,-1,1,-1,-1,-1,0,0,0
2022/8/4,0,0,0,1,1,-1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,-1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,-1,0,0,0,0,0,1,1,-1,0,0,0,1,0,0,0,0,-1,0,-1,0,0,0,1,0,1,-1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,-1,0,1,1,0,1
2022/8/5,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,-1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,-1,0,1,1,0,0,0
2022/8/6,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,1,0,0,-1,0,0,0,0,0,-1,1,0,-1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,-1,1,0,0
2022/8/7,-1,0,0,1,0,0,0,1,0,0,0,1,-1,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,-1,0,0,1,0,0,0
2022/8/8,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,-1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,-1,1,1,1,0,1,1,-1,1,1,0,0,1,0,1,0,0,1,1,0,-1,0,1,1,1,1,0,0,1,0,1,1,0,-1,0,1,1,-1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,-1,1,1,0,1,0
2022/8/9,1,1,0,1,1,0,-1,0,1,1,1,0,-1,1,0,0,-1,1,1,1,1,0,1,1,0,0,1,1,1,-1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,-1,0,1,1,1,-1,0,-1,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,-1,1,1,1,1,0,1,0,1,1,0,0,1,-1,0,0,0,0,1,0,1,1,0,-1,1,1,-1,0,0,0
2022/8/10,0,0,0,1,1,1,0,0,1,1,1,0,1,1,0,1,-1,1,1,-1,0,0,0,0,1,-1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,-1,0,0,1,-1,0,1,-1,0,0,0
2022/8/11,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,-1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,-1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,-1,0,1,1,1,1,0
2022/8/12,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,-1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,1,1,0,0,0,0,-1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,-1,0,0
2022/8/13,0,1,0,0,0,1,0,1,0,0,0,0,-1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,1,0,0,0,0,-1,1,-1,1,0,0
2022/8/14,0,0,0,-1,0,0,1,0,0,0,0,0,0,-1,0,0,1,0,1,0,1,0,-1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,-1,0,0,-1,0,0,1,0,-1,0,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,1,0,0,-1,0,-1,1,1,-1,0,-1,0
2022/8/15,0,0,0,1,1,-1,0,1,0,0,1,1,0,0,0,0,-1,1,1,0,0,-1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,-1,1,1,1,0,1,-1,0,1,0,0,-1,1,0,0,1,1,0,1,0,1,0,0,0,0,-1,1,1,-1,1,0,0,1,1,-1,0,1,0,0,1,0,-1,1,0,1,0,1,0,0,0,-1,1,-1,0,-1,-1
2022/8/16,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,-1,1,1,0,0,0,0,0,1,-1,0,0,1,1,0,1,0,1,1,1,1,-1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,-1,0,-1,1,1,-1,1,0,1,0,0,0,1,0,1,0,1,0,0,0
2022/8/17,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,-1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,-1,0,1,1,0,1,0,-1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,-1,1,1,1,0,1,-1,0,0,1,0,1,1,1,0,1,0,0,0
2022/8/18,1,0,0,1,1,0,1,0,1,1,1,0,-1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,-1,1,-1,-1,1,0,0,1,1,1,1,0,0,-1,1,1,1,1,1,0,0,0,1,0,1,-1,0,0,1,0,0,1,0,0,1,0,0,-1,1,-1,1,1,1,1,0,0,1,0,0,0,1,-1,1,1,1,0,1,-1,0,0,0,0,1,0,0,1,1,0,0,1
2022/8/19,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,1,0,1,0,-1,1,0,0,0,0,0,0,0,1,-1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,-1,0,1,0,0,1,0,1,0,0,-1,0,0,1,1,0,0,1,0,1,0,0,0,-1,0,0,1,0,0,1,1,1,0,0,1,0,-1,0,1,-1,1,0,0
2022/8/20,0,0,0,1,0,0,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-1,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2022/8/21,0,-1,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,-1,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0
2022/8/22,0,0,0,1,1,-1,0,0,1,0,1,-1,0,1,0,-1,0,1,1,1,1,0,1,0,0,1,-1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,-1,1,1,1,-1,1,0,1,0,1,1,0,0,0,1,1,-1,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,-1,1,1,0,0,0,1,-1,0,0,0
2022/8/23,0,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,-1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,-1,1,0,1,0,1,-1,0,1,1,0,1,0,0,0,-1,0,1,0,1,1,0,0,0,0,-1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,1,0
2022/8/24,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,-1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,-1,1,1,0,0,-1,1,1,0,-1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0
2022/8/25,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,-1,0,1,0,0,1,-1,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,-1,-1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,0
2022/8/26,0,0,0,1,1,-1,1,0,0,0,1,0,0,1,-1,0,0,-1,1,0,1,0,1,1,-1,1,-1,1,1,-1,1,1,0,1,1,1,-1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,-1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,-1,0,0,1,-1,0,1,1,0,1,0
2022/8/27,0,0,0,0,1,0,1,0,0,0,1,-1,-1,1,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,-1,1,0,0,0,-1,0,1,0,1,1,0,0,0,0,0,0,0,0,-1,0,-1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
2022/8/28,0,-1,0,0,0,0,-1,1,0,0,-1,-1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
2022/8/29,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,-1,1,1,1,1,1,0,0,0,-1,1,0,1,1,0,1,0,1,1,0,0,-1,1,1,0,1,-1,1,1,0,-1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,-1,1,1,0,1,0,1,0,1,1,1,1,-1,1,1,0,1,0,0,0,0,0,1,1,0,-1,1,0,0,-1,0,1,0,0,1,0,1,0,1,0
2022/8/30,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,-1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,-1,0,0,-1,0,1,1,0,0,0,1,0,0,0,-1,0,0,0,0,1,0,0,0,0,-1,1,1,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0,1,1,-1,0,1,0,-1,0,1,0,0,0
